LIM	Fe10uM	Fe100uM	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	id
32.5663528442383	32.6031532287598	32.758430480957				10	10	10	66.8	66.8	66.8	25.431	0	268.46	76631000000	258	A6T7J8	A6T7J8	611
30.0099868774414	29.5446033477783	30.0550975799561				6	6	6	62.5	62.5	62.5	13.656	0	27.484	11526000000	79	A6T7K0	A6T7K0	612
34.597412109375	34.8967819213867	34.7861938476563				31	31	31	69.7	69.7	69.7	51.643	0	323.31	335930000000	800	A6T7K1	A6T7K1	613
30.5431575775146	30.5584373474121	30.6936931610107				9	9	9	49.3	49.3	49.3	22.935	0	141.91	18580000000	92	A6T7K2	A6T7K2	614
31.8549346923828	31.5262298583984	31.6621131896973				15	15	15	57.3	57.3	57.3	41.016	0	211.7	39616000000	196	A6T7K3	A6T7K3	615
29.8979358673096	29.7975025177002	29.6093311309814				6	6	6	50.7	50.7	50.7	17.301	0	49.05	10571000000	70	A6T7K4	A6T7K4	616
36.9641799926758	37.1114540100098	37.2438011169434				35	35	35	75.2	75.2	75.2	45.748	0	323.31	1751500000000	3609	A6T7K6	A6T7K6	617
28.8606071472168	28.6964378356934	28.9356384277344				6	6	6	52.4	52.4	52.4	18.222	0	67.163	5514600000	46	A6T7L2	A6T7L2	618
29.4092826843262	29.369722366333	29.4887447357178				10	10	10	68.5	68.5	68.5	18.922	0	21.143	8326300000	43	A6T7L3	A6T7L3	619
29.2076225280762	28.9886741638184	28.9005241394043				9	9	9	26.7	26.7	26.7	37.647	0	12.131	6314500000	43	A6T7N4	A6T7N4	622
27.9010238647461	27.5930404663086	27.3298301696777				3	3	3	19.3	19.3	19.3	13.678	0	4.9611	2426200000	25	A6T7N6	A6T7N6	624
27.3861179351807	27.4165191650391	27.0235500335693				4	4	4	33.5	33.5	33.5	16.649	0	7.8884	1870900000	16	A6T7N7	A6T7N7	625
27.26828956604	27.2510204315186	27.3900012969971				2	2	2	12.7	12.7	12.7	17.9	0.005277	0.26645	1802700000	18	A6T7P1	A6T7P1	626
29.6365776062012	29.8977203369141	29.9261703491211				5	5	5	65	65	65	9.3858	0	9.2784	10842000000	40	A6T7P3	A6T7P3	627
29.608154296875	29.3756256103516	29.7626438140869				2	2	2	28.2	28.2	28.2	11.637	0	61.264	9276000000	65	A6T7Q1	A6T7Q1	629
30.4750785827637	30.5063724517822	30.6063442230225				14	14	14	42.4	42.4	42.4	49.347	0	60.02	17649000000	123	A6T7Q4	A6T7Q4	631
35.3302268981934	35.0882110595703	35.2326354980469				43	43	43	75.2	75.2	75.2	74.389	0	323.31	459900000000	1159	A6T7Q5	A6T7Q5	632
32.0179862976074	32.2410507202148	32.1660652160645				7	7	7	50	50	50	28.068	0	221.98	54411000000	181	A6T7Q6	A6T7Q6	633
29.2574653625488	29.1614532470703	29.373291015625				10	10	10	54.4	54.4	54.4	32.822	0	83.287	7349500000	65	A6T7Q7	A6T7Q7	634
31.8636093139648	31.8935852050781	31.7792625427246				13	13	13	69.7	69.7	69.7	32.564	0	246.88	43979000000	206	A6T7Q8	A6T7Q8	635
37.9386978149414	37.8501205444336	37.7219772338867				31	31	31	87.6	87.6	87.6	35.471	0	323.31	2924700000000	5102	A6T7Q9;A6T970	A6T7Q9	636
31.2825584411621	30.6960468292236	30.8732719421387				6	6	6	84.7	84.7	84.7	15.292	0	260.9	25338000000	125	A6T7R0	A6T7R0	637
28.1946678161621	28.2465019226074	27.723201751709				5	5	5	55.4	55.4	55.4	10.447	0	97.451	2831500000	21	A6T7R1	A6T7R1	638
NaN	26.8260555267334	NaN				2	2	2	10.3	10.3	10.3	23.12	0	2.9344	1201300000	18	A6T7R4	A6T7R4	639
28.7113437652588	28.6129474639893	28.7174682617188				5	5	5	25.1	25.1	25.1	37.029	0	11.655	4905600000	37	A6T7R5	A6T7R5	640
31.1164493560791	30.8784618377686	30.8603897094727				15	15	15	33.7	33.7	33.7	66.791	0	60.13	23943000000	115	A6T7R6	A6T7R6	641
32.6193923950195	32.5396270751953	32.5391426086426				14	14	14	60.7	60.7	60.7	20.189	0	140.55	72937000000	250	A6T7R7	A6T7R7	642
31.6885871887207	30.704704284668	30.5057468414307				8	8	8	49.2	49.2	49.2	27.005	0	152.81	26069000000	97	A6T7R8	A6T7R8	643
32.2110023498535	31.9408130645752	32.0900802612305				13	13	13	53	53	53	36.239	0	160.4	52096000000	204	A6T7R9	A6T7R9	644
31.4208583831787	31.2029190063477	31.2881488800049				13	13	13	44.8	44.8	44.8	34.572	0	85.11	30369000000	141	A6T7S1	A6T7S1	646
34.0773544311523	34.6394424438477	34.4343719482422				28	28	28	68	68	68	48.534	0	323.31	258600000000	675	A6T7S2	A6T7S2	647
NaN	27.1418838500977	27.597354888916				2	2	2	15.2	15.2	15.2	15.518	0.00045977	1.7683	1962700000	22	A6T7S3	A6T7S3	648
31.8698196411133	31.6820945739746	31.8583335876465				15	15	15	57.8	57.8	57.8	30.898	0	85.693	45972000000	256	A6T7T2	A6T7T2	649
28.0994396209717	27.7416000366211	27.8291435241699				8	8	7	29.3	29.3	25.4	43.491	0	24.09	2914800000	21	A6T7T3	A6T7T3	650
32.3947715759277	31.794095993042	31.9675312042236				9	9	9	38.5	38.5	38.5	18.014	0	45.576	53854000000	145	A6T7T8	A6T7T8	652
28.590648651123	28.3399353027344	28.2677116394043				7	7	7	32.8	32.8	32.8	32.763	0	9.7997	4119500000	32	A6T7T9	A6T7T9	653
34.0224227905273	33.8133316040039	33.8563041687012				25	25	25	90.2	90.2	90.2	30.488	0	292.28	182920000000	469	A6T7U0	A6T7U0	654
33.6710815429688	33.6415138244629	33.9993896484375				7	7	7	64.3	64.3	64.3	12.278	0	204.38	174730000000	292	A6T7U1	A6T7U1	655
27.918571472168	28.0447769165039	28.3512287139893				2	2	2	26.9	26.9	26.9	9.9316	0	2.9662	3345200000	30	A6T7U2	A6T7U2	656
34.3985977172852	33.8679008483887	34.0033226013184				37	37	37	56.2	56.2	56.2	83.47	0	323.31	212470000000	742	A6T7U8	A6T7U8	658
28.3397369384766	27.8499145507813	27.0284194946289				4	4	4	11.2	11.2	11.2	48.854	0	6.5785	2818400000	17	A6T7V0	A6T7V0	659
31.0238094329834	30.8820343017578	31.2222995758057				8	8	8	34.7	34.7	34.7	24.485	0	69.632	25601000000	82	A6T7V3	A6T7V3	660
28.253231048584	28.3267917633057	28.3288669586182				3	3	3	13.5	13.5	13.5	20.548	0	37.839	3726400000	36	A6T7V4	A6T7V4	661
30.1303424835205	29.7043361663818	29.5725154876709				3	3	3	25.6	25.6	25.6	13.145	0	17.208	10223000000	25	A6T7V5	A6T7V5	662
31.1089515686035	30.2816123962402	29.8453941345215				4	4	4	31.7	31.7	31.7	24.336	0	57.357	17956000000	59	A6T7W0	A6T7W0	663
27.9114551544189	NaN	NaN				6	6	6	8.9	8.9	8.9	81.551	0	39.136	767710000	13	A6T7W2	A6T7W2	664
33.870677947998	33.7753486633301	33.6602020263672				15	15	15	91.8	91.8	91.8	28.543	0	252.54	169100000000	495	A6T7W5	A6T7W5	665
34.7434272766113	34.6383934020996	34.8555030822754				23	23	23	62.2	62.2	62.2	42.964	0	323.31	331890000000	734	A6T7W6	A6T7W6	666
33.8114013671875	33.7204742431641	33.5803833007813				27	27	27	76.1	76.1	76.1	49.309	0	323.31	161260000000	455	A6T7W7	A6T7W7	667
34.3205223083496	34.0773277282715	33.9840240478516				18	18	18	62.7	62.7	62.7	56.621	0	323.31	215560000000	506	A6T7W8	A6T7W8	668
33.8962326049805	33.8581428527832	33.7840347290039				32	32	32	53.5	53.5	53.5	57.408	0	323.31	180110000000	744	A6T7W9	A6T7W9	669
31.6132278442383	31.4942817687988	31.4106311798096				9	9	9	50	50	50	23.108	0	40.39	35844000000	125	A6T7X1	A6T7X1	671
31.6916313171387	31.4661445617676	31.499454498291				17	17	17	57.3	57.3	57.3	33.847	0	68.348	36063000000	135	A6T7X7	A6T7X7	672
30.6552276611328	30.301908493042	30.2869491577148				7	7	7	37.8	37.8	37.8	21.888	0	54.502	16502000000	76	A6T7X8	A6T7X8	673
31.4367828369141	31.0857791900635	31.0395488739014				12	12	12	51.9	51.9	51.9	29.536	0	74.117	28597000000	161	A6T7X9	A6T7X9	674
29.3671741485596	29.7836513519287	29.5724506378174				12	12	12	44.4	44.4	44.4	40.313	0	37.194	9176900000	64	A6T7Y0	A6T7Y0	675
27.6148719787598	28.0732440948486	NaN				4	4	4	54.2	54.2	54.2	9.4806	0	20.44	2232900000	23	A6T7Y1	A6T7Y1	676
32.4287300109863	32.3247299194336	32.2112274169922				43	43	43	58	58	58	97.296	0	219.67	62121000000	422	A6T7Y2	A6T7Y2	677
32.5285568237305	32.1973991394043	32.2612686157227				18	18	18	72.2	72.2	72.2	35.963	0	168.78	61957000000	305	A6T7Y3	A6T7Y3	678
34.5325698852539	34.0448837280273	33.9753570556641				47	47	47	60.1	60.1	60.1	97.523	0	323.31	228820000000	926	A6T7Y4	A6T7Y4	679
30.7148265838623	30.414005279541	30.4988174438477				9	9	9	46	46	46	22.182	0	60.783	18084000000	91	A6T7Y5	A6T7Y5	680
27.7712745666504	27.6215744018555	27.8160591125488				6	6	6	17.5	17.5	17.5	44.498	0	20.613	2576800000	29	A6T7Y8	A6T7Y8	682
31.2962455749512	31.398136138916	31.1548538208008				11	11	11	48.7	48.7	48.7	24.664	0	29.707	30296000000	101	A6T7Y9	A6T7Y9	683
27.810474395752	27.7350006103516	28.0293502807617				2	2	2	30.6	30.6	30.6	11.267	0	5.6358	2774900000	30	A6T7Z0	A6T7Z0	684
31.6042022705078	31.0311908721924	31.2210121154785				2	2	2	91.3	91.3	91.3	4.2047	0	65.759	34064000000	222	A6T7Z1	A6T7Z1	685
30.701301574707	30.5621109008789	30.5965557098389				12	12	12	61	61	61	27.589	0	63.55	18826000000	135	A6T7Z2	A6T7Z2	686
29.9096527099609	29.6009559631348	29.9730415344238				3	3	3	89.8	89.8	89.8	6.5033	0	29.281	12116000000	90	A6T7Z3	A6T7Z3	687
33.9982299804688	33.845043182373	33.8816452026367				36	36	36	61.6	61.6	61.6	72.351	0	323.31	185210000000	694	A6T7Z4	A6T7Z4	688
31.3716201782227	30.7280311584473	30.7925853729248				14	14	14	48.1	48.1	48.1	43.018	0	119.59	24898000000	144	A6T7Z5	A6T7Z5	689
35.2929725646973	35.4167823791504	35.4069137573242				14	14	14	60.7	60.7	60.7	27.911	0	323.31	530170000000	1065	A6T7Z6	A6T7Z6	690
28.0495777130127	27.6216602325439	27.6777973175049				2	2	2	10.3	10.3	10.3	37.595	0	10.28	2602600000	16	A6T800	A6T800	692
29.333402633667	29.4006652832031	29.2071533203125				16	16	16	40.6	40.6	40.6	61.587	0	33.961	7676600000	82	A6T803	A6T803	694
27.3102416992188	NaN	NaN				2	2	2	2.5	2.5	2.5	88.712	0.0039929	0.53224	1237100000	7	A6T805	A6T805	695
27.7057476043701	27.7395172119141	27.771915435791				5	5	5	20.1	20.1	20.1	37.015	0	8.19	2318900000	15	A6T808	A6T808	696
32.5029640197754	31.8991012573242	31.8571243286133				12	12	12	49.3	49.3	49.3	26.086	0	166.49	53924000000	169	A6T809	A6T809	697
29.1009902954102	29.0407772064209	28.8712959289551				3	3	3	51.4	51.4	51.4	8.7611	0	61.936	6426500000	47	A6T810	A6T810	698
28.5483455657959	28.6926555633545	28.5230979919434				10	10	10	27.7	27.7	27.7	52.761	0	37.503	4663700000	50	A6T813	A6T813	700
28.664909362793	28.5421371459961	28.4619312286377				6	6	6	22.4	22.4	22.4	39.12	0	12.103	4537200000	44	A6T814	A6T814	701
31.6821193695068	31.5457534790039	31.7015037536621				25	25	25	66.7	66.7	66.7	57.398	0	250.06	38140000000	268	A6T817	A6T817	702
30.0080966949463	29.7595024108887	29.7124977111816				8	8	8	29	29	29	34.713	0	35.313	10984000000	103	A6T819	A6T819	703
27.9915065765381	27.8261985778809	27.8420372009277				5	5	5	30.2	30.2	30.2	25.616	0	30.815	2843500000	27	A6T820	A6T820	704
31.5329151153564	31.7049903869629	31.5456867218018				21	21	21	52.2	52.2	52.2	59.645	0	80.961	37860000000	193	A6T821;A6T772	A6T821	705
26.0714149475098	25.8321495056152	NaN				3	3	3	11.2	11.2	11.2	32.724	0.00091075	1.4614	669770000	7	A6T829	A6T829	707
31.4722309112549	30.9779453277588	31.4498958587646				7	7	7	67.6	67.6	67.6	19.519	0	100.96	30979000000	162	A6T832	A6T832	708
30.5986213684082	30.3165435791016	30.3389835357666				15	15	15	42.9	42.9	42.9	39.99	0	101.63	16474000000	143	A6T882	A6T882	711
29.368595123291	29.1256484985352	29.198221206665				9	9	9	38.8	38.8	38.8	36.771	0	39.862	7232700000	52	A6T884	A6T884	712
28.7302322387695	28.5276870727539	28.6862030029297				8	8	8	26	26	26	49.198	0	36.218	5676400000	48	A6T885	A6T885	713
30.5080604553223	30.5829124450684	30.3988952636719				14	14	14	67.8	67.8	67.8	35.415	0	39.622	17364000000	106	A6T886	A6T886	714
NaN	28.1658992767334	NaN				2	2	2	7.9	7.9	7.9	37.801	0.0056993	0.23142	2134400000	9	A6T8C6	A6T8C6	715
31.4371299743652	30.7198810577393	30.7013702392578				7	7	7	64.5	64.5	64.5	15.583	0	24.498	25499000000	103	A6T8F5	A6T8F5	716
30.4199542999268	30.5412864685059	30.4158020019531				24	24	24	29.9	29.9	29.9	128.3	0	94.312	16803000000	157	A6T8F7	A6T8F7	717
28.4024333953857	NaN	28.1380310058594				2	2	2	19.9	19.9	19.9	15.758	0	67.164	2697900000	36	A6T8F9	A6T8F9	718
33.3734703063965	33.0593147277832	33.0723533630371				16	16	16	47.1	47.1	47.1	36.363	0	299.97	111780000000	300	A6T8G0	A6T8G0	719
30.8104991912842	30.3104705810547	30.2640533447266				16	16	16	41.7	41.7	41.7	53.53	0	80.235	16884000000	95	A6T8G6;A6T5W4	A6T8G6	722
30.7146606445313	30.3136806488037	30.195426940918				10	10	10	44.6	44.6	44.6	31.34	0	42.719	17083000000	94	A6T8G7	A6T8G7	723
27.9348640441895	NaN	NaN				3	3	3	9.3	9.3	9.3	51.015	0	7.5679	1692400000	10	A6T8I7	A6T8I7	725
28.5687408447266	NaN	NaN				3	3	3	9	9	9	42.127	0.0086994	0.11172	1595000000	5	A6T8I9	A6T8I9	726
27.8556022644043	27.3636264801025	NaN				6	6	6	19.4	19.4	19.4	49.023	0	9.7971	1783300000	9	A6T8J0	A6T8J0	727
29.0322799682617	28.5167274475098	28.412899017334				5	5	5	31.5	31.5	31.5	34.404	0	48.921	4662800000	40	A6T8J1	A6T8J1	728
30.0458221435547	29.679515838623	29.555290222168				9	9	9	45.5	45.5	45.5	21.192	0	15.225	10752000000	74	A6T8J2	A6T8J2	729
31.5247173309326	31.3062534332275	31.1888561248779				6	6	6	32.8	32.8	32.8	21.523	0	40.885	31282000000	87	A6T8J4	A6T8J4	730
30.9716835021973	31.0648918151855	30.9255790710449				36	36	36	33.8	33.8	33.8	148.78	0	126.62	24101000000	168	A6T8J5	A6T8J5	731
28.62255859375	28.4374389648438	28.4158821105957				11	11	11	28.8	28.8	28.8	49.964	0	14.245	4319300000	49	A6T8J7	A6T8J7	732
29.568717956543	29.3482322692871	29.3402862548828				8	8	8	27.1	27.1	27.1	39.184	0	45.528	8461400000	66	A6T8J8	A6T8J8	733
29.814022064209	28.7689933776855	28.8978576660156				12	12	12	39.9	39.9	39.9	46.379	0	69.331	7404700000	52	A6T8K3	A6T8K3	734
28.3225708007813	28.1304111480713	27.8957271575928				3	3	3	16.2	16.2	16.2	28.792	0	54.231	3396800000	34	A6T8L0	A6T8L0	735
32.1233253479004	31.7764453887939	31.8455619812012				11	11	11	31	31	31	35.658	0	106.12	47274000000	306	A6T8L2	A6T8L2	736
33.2653732299805	33.1585426330566	32.9961166381836				19	19	19	53.9	53.9	53.9	55.935	0	322.53	109830000000	253	A6T8M4	A6T8M4	739
33.9229316711426	33.7344665527344	33.8390960693359				13	13	13	51.8	51.8	51.8	42.523	0	168.12	175200000000	390	A6T8M5	A6T8M5	740
33.2284622192383	33.2108993530273	33.2254524230957				26	26	11	61.1	61.1	34.9	59.906	0	323.31	114220000000	436	A6T8M6	A6T8M6	741
32.7388801574707	32.3948020935059	32.4973297119141				21	21	21	75.5	75.5	75.5	49.848	0	199.3	71830000000	305	A6T8M7	A6T8M7	742
27.1030387878418	27.1714019775391	27.3808345794678				5	5	5	15.8	15.8	15.8	35.259	0	3.0683	1697300000	18	A6T8M8	A6T8M8	743
28.6814384460449	28.8958263397217	28.653636932373				2	2	2	5.3	5.3	5.3	49.311	0.0035794	0.7843	5146700000	16	A6T8M9	A6T8M9	744
27.7519226074219	27.6082916259766	27.6532363891602				5	5	5	23	23	23	26.4	0	6.4448	2459300000	27	A6T8N1	A6T8N1	745
30.9391326904297	30.6255912780762	30.7925357818604				13	13	13	60.8	60.8	60.8	26.418	0	102.61	21284000000	158	A6T8N3	A6T8N3	746
33.0771026611328	33.0328102111816	32.8633079528809				15	15	15	50.9	50.9	50.9	33.963	0	118.39	97857000000	318	A6T8N5	A6T8N5	747
35.435489654541	35.5806503295898	35.4163131713867				24	24	24	62.6	62.6	62.6	54.686	0	323.31	560860000000	1399	A6T8N6	A6T8N6	748
35.1653251647949	35.0101699829102	34.967472076416				17	17	17	34.4	34.4	34.4	48.799	0	188.1	415440000000	735	A6T8N7	A6T8N7	749
26.8933258056641	NaN	NaN				2	2	2	46.8	46.8	46.8	7.2184	0	3.4443	1057900000	8	A6T8N8	A6T8N8	750
32.7000198364258	32.1719436645508	32.4520301818848				15	15	15	59.8	59.8	59.8	35.806	0	276.04	67807000000	248	A6T8N9	A6T8N9	751
28.8227443695068	28.8592891693115	28.9697914123535				3	3	3	25.7	25.7	25.7	16.953	0	21.337	5705400000	40	A6T8P0	A6T8P0	752
27.6225967407227	NaN	NaN				5	5	5	24.6	24.6	24.6	21.357	0.0082753	0.11772	2013200000	7	A6T8P6	A6T8P6	753
29.7338962554932	29.6800746917725	29.794116973877				6	6	5	25	25	21.3	29.69	0	5.4902	10304000000	59	A6T8P7	A6T8P7	754
29.0209732055664	29.3325023651123	29.4813556671143				4	4	4	16.9	16.9	16.9	27.3	0	22.984	7616700000	44	A6T8Q2	A6T8Q2	756
27.6144733428955	27.6347007751465	27.4109115600586				4	4	4	34.1	34.1	34.1	14.764	0	9.3638	2418400000	38	A6T8Q3	A6T8Q3	757
NaN	NaN	27.2314605712891				3	3	3	13.2	13.2	13.2	25.793	0	5.7176	1360200000	17	A6T8R0	A6T8R0	759
27.8258514404297	27.6217651367188	27.9496803283691				6	6	6	16.2	16.2	16.2	60.002	0	15.234	2772000000	34	A6T8R4	A6T8R4	761
32.677619934082	32.5235366821289	32.5349235534668				23	23	23	64.8	64.8	64.8	56.416	0	214.92	73425000000	352	A6T8T0	A6T8T0	763
27.5032176971436	28.1384048461914	27.7562007904053				4	4	4	22.9	22.9	22.9	24.928	0	10.775	3164300000	25	A6T8T5	A6T8T5	765
29.6303901672363	29.7774715423584	29.7034473419189				8	8	8	46.8	46.8	46.8	21.938	0	29.87	10479000000	79	A6T8U3	A6T8U3	767
31.421142578125	31.3274345397949	31.0260219573975				6	6	6	54	54	54	12.902	0	149.86	29897000000	117	A6T8U4	A6T8U4	768
29.4634475708008	28.5709381103516	28.9162139892578				3	3	3	29.4	29.4	29.4	16.207	0	39.884	6317400000	51	A6T8U8	A6T8U8	769
31.3095455169678	30.9451808929443	31.0976905822754				8	8	8	49.6	49.6	49.6	26.493	0	39.72	27211000000	102	A6T8U9	A6T8U9	770
33.4938201904297	33.3178329467773	33.4023895263672				13	13	13	73.1	73.1	73.1	27.229	0	323.31	130980000000	298	A6T8V0	A6T8V0	771
32.2938919067383	32.0094413757324	32.0043449401855				22	22	22	47.7	47.7	47.7	77.136	0	251.38	53313000000	337	A6T8V1	A6T8V1	772
29.3296089172363	28.9875011444092	29.4515438079834				4	4	4	28.8	28.8	28.8	17.848	0	125.52	7441400000	41	A6T8V7	A6T8V7	774
30.0693454742432	29.5841388702393	29.5720138549805				4	4	4	64.1	64.1	64.1	7.5697	0	20.583	9689400000	51	A6T8X3	A6T8X3	775
28.7807197570801	NaN	NaN				2	2	2	8.8	8.8	8.8	39.679	0.0044228	0.40547	3855200000	2	A6T8X4	A6T8X4	776
34.904426574707	34.7868957519531	34.3432464599609				24	24	24	78.2	78.2	78.2	41.333	0	323.31	321700000000	723	A6T8X5	A6T8X5	777
30.6998043060303	30.7334823608398	30.7332973480225				10	10	10	48.3	48.3	48.3	29.461	0	47.808	20274000000	113	A6T8Y9	A6T8Y9	778
28.4179840087891	28.4831962585449	28.5086231231689				8	8	8	35.7	35.7	35.7	49.19	0	20.573	4219000000	41	A6T8Z5	A6T8Z5	779
28.6617832183838	28.6591148376465	28.5115203857422				7	7	7	29.2	29.2	29.2	33.52	0	37.556	4753700000	67	A6T8Z6	A6T8Z6	780
27.4718799591064	27.4556083679199	27.0214691162109				4	4	4	8.7	8.7	8.7	54.041	0	11.734	1935500000	27	A6T900	A6T900	781
28.7282943725586	28.3971767425537	28.645076751709				7	7	7	31.5	31.5	31.5	29.81	0	43.643	4690300000	53	A6T906	A6T906	782
29.3908767700195	27.5477981567383	27.0395488739014				7	7	7	37.6	37.6	37.6	28.39	0	21.88	4128000000	24	A6T913	A6T913	785
35.6690368652344	34.9817047119141	35.2755470275879				16	16	16	74.3	74.3	74.3	28.826	0	237.53	500300000000	721	A6T914	A6T914	786
30.1692867279053	28.029483795166	28.2927513122559				10	10	10	35.1	35.1	35.1	38.639	0	80.106	7079600000	92	A6T915	A6T915	787
30.51149559021	29.8801326751709	30.056173324585				6	6	6	21.1	21.1	21.1	28.032	0	34.721	13949000000	74	A6T918	A6T918	788
28.3118286132813	28.035774230957	28.0169582366943				2	2	2	16.5	16.5	16.5	28.981	0	7.608	3370500000	29	A6T934	A6T934	790
NaN	NaN	26.0118179321289				3	3	3	9	9	9	49.264	0	2.2946	3268300000	13	A6T942	A6T942	792
29.7879524230957	29.6237010955811	29.4268341064453				5	5	5	19.1	19.1	19.1	29.347	0	17.964	9466000000	68	A6T947	A6T947	793
32.5164566040039	31.2595272064209	30.7825050354004				8	8	8	65.1	65.1	65.1	14.405	0	311.39	41249000000	167	A6T957	A6T957	794
27.7982635498047	NaN	NaN				3	3	3	5.9	5.9	5.9	47.886	0	18.697	1381100000	10	A6T958	A6T958	795
29.2358207702637	28.535924911499	28.3211345672607				5	5	5	35.8	35.8	35.8	24.115	0	13.051	4852100000	20	A6T960	A6T960	796
30.53955078125	29.6643142700195	28.7658824920654				11	11	11	62.8	62.8	62.8	29.25	0	61.202	11233000000	71	A6T961	A6T961	797
36.4032173156738	35.6524887084961	35.5055656433105				22	22	22	79.9	79.9	79.9	27.313	0	323.31	763900000000	1170	A6T962	A6T962	798
27.6767463684082	28.2705459594727	27.3125495910645				5	5	5	11.4	11.4	11.4	54.955	0	7.0195	2603200000	27	A6T963	A6T963	799
33.7207298278809	32.9711418151855	33.1857757568359				11	11	11	83.2	83.2	83.2	15.909	0	164.07	125670000000	293	A6T985	A6T985	800
29.363208770752	28.8554458618164	28.8460941314697				5	5	5	21.1	21.1	21.1	33.228	0	13.238	6438400000	39	A6T990	A6T990	802
26.8567752838135	NaN	27.0375137329102				3	3	3	10.5	10.5	10.5	37.875	0.001801	1.0656	1300500000	6	A6T9A8	A6T9A8	803
27.4723834991455	27.2296257019043	27.4996128082275				11	11	11	26.7	26.7	26.7	60.297	0	7.0857	1742800000	20	A6T9B6	A6T9B6	804
32.1774864196777	32.0001220703125	32.095775604248				18	18	18	66.7	66.7	66.7	39.579	0	89.834	52242000000	251	A6T9B7	A6T9B7	805
32.6422119140625	32.3321914672852	32.6636199951172				11	11	11	50.6	50.6	50.6	17.236	0	220.83	74601000000	183	A6T9B8	A6T9B8	806
NaN	28.6041469573975	NaN				2	2	2	6.7	6.7	6.7	33.555	0	4.8377	2248200000	8	A6T9B9	A6T9B9	807
NaN	27.2892990112305	27.3419857025146				3	3	3	7.5	7.5	7.5	46.002	0	3.4125	1661100000	17	A6T9C2	A6T9C2	808
26.7881202697754	26.66770362854	NaN				4	4	4	21.9	21.9	21.9	31.774	0	4.9458	1123100000	18	A6T9C7	A6T9C7	809
30.3409366607666	30.4918327331543	30.397497177124				11	11	11	36.3	36.3	36.3	40.021	0	57.051	16380000000	100	A6T9D3	A6T9D3	810
30.6320056915283	30.472599029541	30.6592845916748				17	17	17	52.4	52.4	52.4	43.944	0	70.204	18377000000	108	A6T9D7	A6T9D7	811
29.035587310791	28.9332275390625	28.8544635772705				7	7	7	75	75	75	15.462	0	73.132	5922800000	37	A6T9D8	A6T9D8	812
33.2319145202637	33.3878898620605	33.3224334716797				11	11	11	46.8	46.8	46.8	25.652	0	273.24	124190000000	311	A6T9F9	A6T9F9	815
30.979097366333	31.1761932373047	31.0285797119141				11	11	11	57.9	57.9	57.9	25.901	0	59.973	25637000000	146	A6T9G0	A6T9G0	816
27.7688636779785	27.9919185638428	27.431339263916				3	3	3	13.8	13.8	13.8	26.6	0	5.8309	2568000000	24	A6T9G1	A6T9G1	817
33.3873405456543	33.5852394104004	33.5694808959961				23	23	23	64	64	64	49.895	0	322.46	139800000000	373	A6T9G2	A6T9G2	818
32.8079452514648	32.9542274475098	32.7807693481445				18	18	18	47.3	47.3	47.3	53.741	0	211.71	87827000000	305	A6T9G3	A6T9G3	819
26.867259979248	NaN	NaN				7	7	7	33.7	33.7	33.7	28.068	0	5.0139	1173900000	8	A6T9G7	A6T9G7	820
30.75563621521	30.572546005249	30.595817565918				8	8	8	33.9	33.9	33.9	29.03	0	38.36	19075000000	37	A6T9H1	A6T9H1	822
34.1026229858398	33.2800178527832	33.6182479858398				10	10	10	73.5	73.5	73.5	26.877	0	323.31	162010000000	364	A6T9H4	A6T9H4	823
33.539737701416	33.5476875305176	33.3859024047852				41	41	41	52	52	52	78.965	0	258.87	137530000000	590	A6T9H9	A6T9H9	824
27.5921058654785	27.7055587768555	27.6850833892822				4	4	4	26.3	26.3	26.3	24.442	0	46.651	2453200000	24	A6T9I9	A6T9I9	825
33.578254699707	33.4403762817383	33.5601234436035				5	5	5	51	51	51	15.093	0	131.7	143030000000	136	A6T9J1	A6T9J1	826
28.7886276245117	28.7518692016602	28.8738021850586				4	4	4	68.8	68.8	68.8	5.5057	0	12.504	5964300000	42	A6T9J2	A6T9J2	827
29.1122741699219	28.9654541015625	29.2823467254639				6	6	6	64.4	64.4	64.4	14.814	0	8.3958	7317400000	60	A6T9J3	A6T9J3	828
29.8898658752441	29.8665199279785	29.7657470703125				10	10	10	53	53	53	32.417	0	69.331	11125000000	86	A6T9K2	A6T9K2	829
28.3600883483887	28.3595352172852	28.3131542205811				4	4	4	85.2	85.2	85.2	9.4792	0	54.552	3748700000	16	A6T9K3	A6T9K3	830
29.5209522247314	28.8225936889648	30.3087921142578				2	2	2	43.5	43.5	43.5	5.279	0	29.509	10243000000	54	A6T9K6	A6T9K6	832
32.9554100036621	32.8533020019531	32.9398460388184				28	28	28	71.2	71.2	71.2	62.771	0	259.31	92430000000	390	A6T9K7	A6T9K7	833
26.3842067718506	26.4997272491455	26.261266708374				3	3	3	18	18	18	34.792	0	3.6957	867870000	7	A6T9L1	A6T9L1	834
35.551139831543	35.3850059509277	35.3742828369141				17	17	17	72.9	72.9	72.9	35.29	0	323.31	540320000000	952	A6T9L3	A6T9L3	835
